-0.00119272, -0.00708962, 0.0179462, 0.00205078, 0.0100912, 0.00451126
-0.00124446, -0.00714617, 0.0179372, 0.00220948, 0.0106113, 0.00485894
-0.00131436, -0.00760838, 0.0194075, 0.00256012, 0.0123986, 0.00558886
-0.00130219, -0.00759784, 0.0190642, 0.00229159, 0.0110645, 0.00496692
-0.00135428, -0.00768876, 0.0191223, 0.00238495, 0.0115151, 0.00529607
-0.00143284, -0.00801613, 0.0198654, 0.00258543, 0.0125344, 0.00581781
-0.00137235, -0.00748914, 0.0180535, 0.00200564, 0.00997257, 0.00445189
-0.00137351, -0.0072863, 0.0176422, 0.00197433, 0.00981317, 0.00431655
-0.0014531, -0.007624, 0.0185959, 0.0024231, 0.0116102, 0.00533489
-0.00142769, -0.00754511, 0.018306, 0.00218157, 0.0105665, 0.00479756
-0.00164368, -0.00888137, 0.0216418, 0.00287341, 0.0140451, 0.00671935
-0.00159774, -0.00889523, 0.021603, 0.00265577, 0.0128788, 0.00583732
-0.00192719, -0.00948556, 0.0230023, 0.00298083, 0.0145402, 0.00702063
-0.00175797, -0.00867142, 0.0202609, 0.00233178, 0.0111794, 0.00510237
-0.00171674, -0.00856769, 0.0201533, 0.00238436, 0.011541, 0.00518258
-0.00174449, -0.00870027, 0.0209073, 0.00267919, 0.0130235, 0.00588767
-0.00176802, -0.00894562, 0.0214826, 0.00279418, 0.013567, 0.00630535
-0.00160414, -0.00774439, 0.0184932, 0.00207899, 0.0100529, 0.00433641
-0.0016821, -0.00787442, 0.0190054, 0.00237328, 0.011743, 0.00536835
-0.00161543, -0.00767054, 0.018403, 0.00218052, 0.0104276, 0.00465939
-0.00172176, -0.00825621, 0.0201427, 0.00259911, 0.0128602, 0.00598353
-0.0016486, -0.00807733, 0.0194292, 0.00227883, 0.0110967, 0.00503236
-0.00177369, -0.0087374, 0.0214428, 0.00281675, 0.0137001, 0.00638927
-0.00168089, -0.00843304, 0.0202315, 0.00234585, 0.0114426, 0.00518864
-0.00171633, -0.00850853, 0.0204553, 0.00257299, 0.0124535, 0.00574085
-0.0016253, -0.00805419, 0.0189278, 0.00215315, 0.0104504, 0.00473546
-0.00188492, -0.0091784, 0.0220653, 0.00289533, 0.0141505, 0.00679818
-0.00171562, -0.00880551, 0.0210836, 0.00246151, 0.0120185, 0.00537303
-0.00165135, -0.00810222, 0.0187637, 0.00205091, 0.0100616, 0.00455067
-0.00163809, -0.0079225, 0.0183761, 0.0020361, 0.0100498, 0.00454422
-0.00188063, -0.00894875, 0.0221103, 0.00290426, 0.0141571, 0.00658046
-0.00179354, -0.0088744, 0.021648, 0.00256116, 0.0125584, 0.00568356
-0.00185238, -0.00916822, 0.0223921, 0.00281828, 0.0139968, 0.00647202
-0.00186661, -0.00926847, 0.0224175, 0.00275139, 0.0134722, 0.00648238
-0.00182307, -0.00925393, 0.0222854, 0.00272492, 0.0130848, 0.0060072
-0.00200712, -0.00968352, 0.0236201, 0.00306204, 0.0148781, 0.00698559
-0.00184595, -0.00935061, 0.022435, 0.00260897, 0.0127839, 0.00574538
-0.00175177, -0.00856371, 0.0200699, 0.00222334, 0.0108391, 0.00480323
-0.00171424, -0.00830492, 0.0193687, 0.00215326, 0.0105525, 0.00471017
-0.00171949, -0.00821167, 0.0194221, 0.00242218, 0.0116104, 0.00517654
-0.00165842, -0.00780388, 0.0182494, 0.00203582, 0.0100409, 0.00449157
-0.0016079, -0.00726683, 0.0171102, 0.00187752, 0.00915078, 0.00397327
-0.00162025, -0.00713213, 0.0169461, 0.00195912, 0.00978277, 0.00435097
-0.00168819, -0.00779568, 0.019267, 0.00257209, 0.0123648, 0.00563648
-0.00168811, -0.00806097, 0.0198762, 0.00258596, 0.0126526, 0.00584823
-0.00161492, -0.00786259, 0.0192277, 0.0022512, 0.010989, 0.00490095
-0.00165381, -0.0081539, 0.0198147, 0.00246443, 0.0123192, 0.00571575
-0.00159367, -0.00808306, 0.019463, 0.00225287, 0.0112115, 0.00510277
-0.00159304, -0.0080879, 0.0194648, 0.00233389, 0.0115874, 0.00528505
-0.00154251, -0.00774694, 0.0184118, 0.00205138, 0.0101793, 0.00458959
-0.00150777, -0.00759664, 0.0183204, 0.00209501, 0.0104079, 0.0044909
-0.00159525, -0.00816343, 0.0199066, 0.00258566, 0.0126362, 0.00580746
-0.00152631, -0.00796017, 0.0192145, 0.00222414, 0.0109511, 0.00490114
-0.00151111, -0.00790086, 0.0191174, 0.00222417, 0.0110189, 0.00487674
-0.00148703, -0.00767749, 0.0182678, 0.00202128, 0.0100528, 0.00455083
-0.00155143, -0.00802403, 0.0194022, 0.00240115, 0.012176, 0.00559542
-0.00148403, -0.00791535, 0.0192303, 0.00225194, 0.0112383, 0.00492487
-0.00149889, -0.00791268, 0.0191905, 0.00222624, 0.0112619, 0.00513771
-0.00162772, -0.00890974, 0.021987, 0.00277661, 0.0141911, 0.00661734
-0.00150925, -0.00820217, 0.0195413, 0.00212624, 0.0107676, 0.00483468
-0.00154215, -0.00823651, 0.0197095, 0.00239949, 0.0119291, 0.00543402
-0.00149213, -0.00783724, 0.0184988, 0.00203692, 0.0102347, 0.00462189
-0.00164042, -0.00886207, 0.0211486, 0.0026962, 0.013589, 0.00648718
-0.00168085, -0.00940575, 0.0223948, 0.00283377, 0.0144484, 0.00692809
-0.00162417, -0.00935012, 0.0220689, 0.00259966, 0.0129801, 0.0060131
-0.00180048, -0.00981024, 0.02292, 0.00279135, 0.0144463, 0.00703059
-0.00160211, -0.00789306, 0.0178545, 0.00181439, 0.00949573, 0.00427609
-0.00160274, -0.00780467, 0.0178889, 0.00205388, 0.0107095, 0.00482898
-0.00173911, -0.00900393, 0.021466, 0.00273228, 0.0140223, 0.00665371
-0.00160936, -0.0083686, 0.0194519, 0.00212692, 0.010831, 0.00493203
-0.00174957, -0.0091111, 0.0215712, 0.00262928, 0.0138216, 0.00657832
-0.0015116, -0.00710091, 0.0163969, 0.00165378, 0.00857321, 0.00373555
-0.00165703, -0.00835996, 0.0204404, 0.00260169, 0.0133286, 0.00615914
-0.00154298, -0.00779733, 0.0188129, 0.00202266, 0.0105105, 0.00461524
-0.0015576, -0.00780645, 0.01893, 0.002213, 0.0114691, 0.00510854
-0.00163553, -0.00829213, 0.0200111, 0.00244312, 0.0128096, 0.00601926
-0.00175557, -0.00937785, 0.0227094, 0.0028794, 0.0149325, 0.00712166
-0.00168634, -0.00944985, 0.022619, 0.00263763, 0.013539, 0.00624964
-0.00157638, -0.00813479, 0.018536, 0.00188182, 0.00991585, 0.00453201
-0.00174428, -0.00941304, 0.0221704, 0.00276819, 0.0143515, 0.0068943
-0.00167058, -0.00924186, 0.0214745, 0.00244059, 0.0124035, 0.00580865
-0.00170004, -0.00933491, 0.021852, 0.00259149, 0.0135215, 0.0062879
-0.00165595, -0.00923633, 0.0216864, 0.00245419, 0.0127958, 0.00582342
-0.00169374, -0.00936636, 0.0221567, 0.00262794, 0.0138176, 0.00638576
-0.00158416, -0.00849051, 0.0196873, 0.00205459, 0.0108669, 0.00489
-0.00165317, -0.00878026, 0.0205154, 0.00251659, 0.0128396, 0.00603847
-0.00155652, -0.00837832, 0.0197404, 0.00212835, 0.0112703, 0.00499149
-0.00158613, -0.00834216, 0.0197375, 0.0022957, 0.0117913, 0.00535766
-0.00153688, -0.00812984, 0.0192066, 0.00208369, 0.0109161, 0.00485317
-0.00158574, -0.00831739, 0.0197385, 0.00236376, 0.0122468, 0.0056747
-0.0016442, -0.00882813, 0.0211352, 0.00259267, 0.0136354, 0.00640947
-0.00160042, -0.00883904, 0.0211284, 0.00240388, 0.0127026, 0.00579315
-0.00164046, -0.00900315, 0.0213499, 0.00254316, 0.0132435, 0.00625065
-0.00152873, -0.00787569, 0.0185265, 0.00184944, 0.0101065, 0.00443917
-0.00156194, -0.00793465, 0.0189259, 0.00226836, 0.0116645, 0.00526844
-0.00152808, -0.00778203, 0.018558, 0.00203878, 0.0106901, 0.00477334
-0.00157019, -0.00797739, 0.0192398, 0.00229727, 0.0120782, 0.00548889
-0.00158304, -0.0082228, 0.0199484, 0.0024293, 0.0127633, 0.00582362
-0.00157574, -0.00833394, 0.020453, 0.00254025, 0.0131174, 0.00586823
-0.001581, -0.00840024, 0.0204835, 0.00235135, 0.0123388, 0.0057008
-0.00149388, -0.00811367, 0.0197305, 0.00214178, 0.0112147, 0.00488916
-0.00155766, -0.00837292, 0.0203709, 0.00242914, 0.0127282, 0.00581345
-0.00158813, -0.00851635, 0.0206511, 0.00244332, 0.0129415, 0.00598939
-0.0016351, -0.00899639, 0.0218213, 0.00266468, 0.0141031, 0.00659125
-0.00157388, -0.00895748, 0.0216906, 0.00246641, 0.0129164, 0.00575647
-0.00160672, -0.0091396, 0.0221886, 0.00263904, 0.0138843, 0.00629655
-0.00153689, -0.00886859, 0.0209721, 0.00222937, 0.0119046, 0.0053856
-0.00176683, -0.00984747, 0.0231978, 0.00271668, 0.014861, 0.00717701
-0.00163317, -0.00914168, 0.0212005, 0.00222926, 0.0118896, 0.00537457
-0.00158886, -0.00858792, 0.0199456, 0.00199491, 0.010968, 0.00484134
-0.0017595, -0.00895769, 0.0212932, 0.00249532, 0.0133534, 0.00624131
-0.00164854, -0.00859183, 0.0202978, 0.00212981, 0.0115314, 0.00513218
-0.00166174, -0.00862287, 0.020439, 0.00232552, 0.0124495, 0.00565896
-0.00179713, -0.00954141, 0.0224818, 0.00273643, 0.0145268, 0.00699274
-0.00171169, -0.00952978, 0.0224671, 0.00253129, 0.0135064, 0.00614005
-0.0016842, -0.00945025, 0.0222645, 0.0024556, 0.0130538, 0.00592431
-0.00168666, -0.00944998, 0.0222784, 0.00253083, 0.0134002, 0.0061208
-0.00159315, -0.00877506, 0.020611, 0.00215703, 0.0114146, 0.00501494
-0.0015402, -0.00826524, 0.0194469, 0.00194654, 0.0105644, 0.00457027
-0.00174854, -0.00955947, 0.0229574, 0.00272619, 0.0147869, 0.00698821
-0.00162148, -0.00903936, 0.0218543, 0.00229998, 0.0124662, 0.00575288
-0.00164104, -0.00910671, 0.0220385, 0.00255604, 0.0132162, 0.00641488
-0.00146339, -0.00803495, 0.0197161, 0.00215277, 0.0103184, 0.00472303
-0.00147773, -0.00783567, 0.0200631, 0.00274066, 0.0117035, 0.00563106
-0.00135816, -0.00731434, 0.0197649, 0.00407847, 0.0105404, 0.00704607
-0.00153206, -0.00744736, 0.0210847, 0.00468827, 0.0127406, 0.00877298
-0.00126349, -0.00615634, 0.0198722, 0.00438068, 0.0109539, 0.00742144
-0.00123379, -0.00351328, 0.0134141, 0.0032234, 0.00701533, 0.00612635
-0.00120923, -0.00245301, 0.0113652, 0.00401265, 0.00563044, 0.00563573
-0.00117758, -0.00224337, 0.0113231, 0.00466817, 0.00622632, 0.00533994
-0.000921037, -0.00194073, 0.0113426, 0.00534872, 0.0051619, 0.00425694
-0.000704984, -0.00178877, 0.0115257, 0.00534059, 0.00551073, 0.0030638
-0.000620867, -0.0016862, 0.0118188, 0.00470447, 0.00613612, 0.00270422
-0.000623473, -0.00157925, 0.0116073, 0.00416667, 0.00583253, 0.0031144
-0.000758359, -0.00201636, 0.0125945, 0.00385395, 0.0080003, 0.00423436
-0.00100089, -0.00224194, 0.0123136, 0.00272368, 0.00745148, 0.00429536
-0.00100344, -0.0028584, 0.0122432, 0.0020551, 0.00742183, 0.00335765
-0.001363, -0.00777126, 0.0188246, 0.00225971, 0.0124185, 0.00570649
-0.00122874, -0.00797517, 0.0186117, 1.71455e-05, 0.0101898, 0.0033652
-0.00122716, -0.0093854, 0.0195726, -0.000396793, 0.011597, 0.00449749
-0.00123778, -0.0108287, 0.0200245, -0.00103492, 0.0119655, 0.0048952
-0.00122788, -0.0125754, 0.021293, -0.00198173, 0.0130545, 0.00483444
-0.00101622, -0.0125165, 0.0191529, -0.00270853, 0.00985959, 0.00205601
-0.00111651, -0.0136646, 0.0204681, -0.00301392, 0.0126309, 0.00250884
-0.00106465, -0.0137562, 0.0195231, -0.00336183, 0.0112581, 0.000616954
-0.00174164, -0.0161112, 0.0227492, -0.00312251, 0.0157249, 0.00173359
-0.00220798, -0.016496, 0.0228397, -0.0034013, 0.0164465, 0.00204128
-0.00243664, -0.0161739, 0.0204164, -0.00410523, 0.014322, 0.000273546
-0.0028785, -0.0162981, 0.0203586, -0.00419412, 0.0158259, 0.000805255
-0.00353957, -0.0170945, 0.0207095, -0.00432992, 0.0172212, 0.00118245
-0.00457678, -0.0189043, 0.021334, -0.00454976, 0.0190131, -0.00087028
-0.00469195, -0.0194638, 0.0212453, -0.00530174, 0.0189342, -0.00329746
-0.00456108, -0.0184656, 0.0143274, -0.00751925, 0.0147874, -0.0110418
-0.00579238, -0.0199813, 0.0140777, -0.00901474, 0.0171749, -0.0140435
-0.00690449, -0.0222369, 0.0131797, -0.00996252, 0.0181015, -0.0189619
-0.00681961, -0.0197047, -0.00379258, -0.0113911, 0.00887391, -0.0293254
-0.00733451, -0.0196807, -0.00655881, -0.0109685, 0.00881167, -0.0315773
-0.00800678, -0.0196258, -0.0152098, -0.0100715, 0.0052033, -0.0379215
-0.0110744, -0.0227888, -0.0153221, -0.00929642, 0.00866658, -0.0376206
-0.0126635, -0.0235119, -0.0214672, -0.00683387, 0.00711158, -0.0362312
-0.0148118, -0.0255453, -0.0254893, -0.00315875, 0.00778427, -0.0355532
-0.0168263, -0.0282478, -0.0255388, -0.0010945, 0.0107835, -0.0335413
-0.019716, -0.0307717, -0.0262487, 0.00357458, 0.0135947, -0.0317844
-0.0213159, -0.0321049, -0.0279525, 0.00541787, 0.014519, -0.0316774
-0.0234073, -0.0323849, -0.0353789, 0.00902099, 0.0148403, -0.0334582
-0.0255999, -0.0326616, -0.0425757, 0.0125066, 0.016697, -0.036922
-0.0276093, -0.0330947, -0.0465439, 0.0138359, 0.0179721, -0.0385532
-0.0304855, -0.0335676, -0.0522623, 0.0160794, 0.022121, -0.0422763
-0.0337147, -0.0341285, -0.0607953, 0.0167499, 0.0260583, -0.0451533
-0.0356603, -0.0348797, -0.0656157, 0.0166274, 0.0282491, -0.0455913
-0.0391038, -0.0359396, -0.0736007, 0.0167739, 0.0331041, -0.0461419
-0.0412126, -0.0369991, -0.0782267, 0.0163158, 0.0355482, -0.046213
-0.0445324, -0.0380579, -0.087041, 0.0151114, 0.0403946, -0.0465788
-0.047025, -0.0392974, -0.0914746, 0.0141809, 0.0430589, -0.0466612
-0.0507051, -0.0414678, -0.10043, 0.0116213, 0.0478361, -0.0474449
-0.0528347, -0.0427056, -0.105424, 0.010183, 0.0500627, -0.0480006
-0.0568183, -0.045339, -0.115643, 0.00722786, 0.053516, -0.0500657
-0.0594984, -0.0471719, -0.119653, 0.0058114, 0.0560158, -0.0514018
-0.0636276, -0.0500779, -0.128893, 0.00204366, 0.0600662, -0.0542301
-0.0676193, -0.0529332, -0.138231, -0.00179731, 0.0644925, -0.0557033
-0.0697336, -0.0541292, -0.142957, -0.00315858, 0.0668954, -0.0564335
-0.0737705, -0.0564114, -0.152077, -0.00637397, 0.0716277, -0.0572042
-0.0761836, -0.0578176, -0.157409, -0.00762514, 0.0738447, -0.0575735
-0.0808294, -0.059888, -0.167202, -0.0102434, 0.0780838, -0.0596395
-0.0834432, -0.0611699, -0.172424, -0.0119212, 0.0804368, -0.061033
-0.087645, -0.06232, -0.181779, -0.0145409, 0.0850867, -0.0652187
-0.0931833, -0.0649274, -0.19179, -0.0180682, 0.089592, -0.0692527
-0.0962863, -0.06574, -0.19675, -0.0197271, 0.0919395, -0.0714646
-0.101623, -0.0680479, -0.204324, -0.0237451, 0.0974077, -0.0741276
-0.105006, -0.0696408, -0.208293, -0.025769, 0.100175, -0.0741049
-0.110411, -0.071316, -0.215087, -0.0297337, 0.105734, -0.0734035
-0.113833, -0.0723135, -0.217973, -0.0315136, 0.108816, -0.0715974
-0.119231, -0.0740203, -0.224318, -0.034387, 0.113871, -0.0671536
-0.122149, -0.0749959, -0.226538, -0.035955, 0.116984, -0.0639383
-0.127701, -0.076796, -0.231341, -0.0379138, 0.121666, -0.0552817
-0.13027, -0.0773923, -0.233819, -0.0389307, 0.123766, -0.0515902
-0.133948, -0.0781245, -0.236273, -0.040466, 0.128364, -0.0429126
-0.137867, -0.0794122, -0.239193, -0.0408711, 0.131384, -0.0347087
-0.139662, -0.0798903, -0.2407, -0.0407966, 0.132507, -0.03158
-0.142157, -0.0810529, -0.241663, -0.040381, 0.134555, -0.0272578
-0.143302, -0.0814948, -0.243235, -0.0403091, 0.134452, -0.0265609
-0.143741, -0.0817699, -0.243483, -0.0400781, 0.135114, -0.0271533
-0.144619, -0.0820382, -0.243983, -0.0400695, 0.135204, -0.027526
-0.145331, -0.0822764, -0.244472, -0.0401298, 0.13512, -0.0283174
-0.146108, -0.0826431, -0.245234, -0.0401823, 0.134568, -0.0290223
-0.146395, -0.0827834, -0.245448, -0.0399502, 0.134267, -0.0300005
-0.146537, -0.0829005, -0.245633, -0.0395552, 0.133909, -0.0306834
