573331231, 0.000122149, 0.000174824, 1.72768e-06, 0.000244141, 0, 0
100125745, 9.71663e-05, 0.000270464, -5.24736e-05, -2.98023e-08, 0.000244141, -0.000244141
100722392, 0.000114492, 0.00025085, -5.96106e-05, -2.98023e-08, 0.000244141, -0.000244141
92126764, 0.000120463, 0.000192653, -1.9892e-05, 0, 0, 0
106071104, 0.000113491, 0.000210643, 2.42277e-05, -2.98023e-08, 0.000244141, -0.000244141
91562863, 7.65304e-05, 0.000265203, 3.67395e-05, -2.98023e-08, 0.000244141, -0.000244141
91723399, 4.51853e-05, 0.000249378, 4.80049e-05, -5.96046e-08, 0.000345267, -0.000345267
92965258, 1.6861e-05, 0.000280268, 1.78411e-05, -2.98023e-08, 0.000244141, -0.000244141
91939836, -4.9211e-05, 0.0003004, 4.21516e-05, -5.96046e-08, 0.000345267, -0.000345267
98693281, -0.000111287, 0.000342071, 9.46323e-06, 0.000422791, 0.000345356, -0.000422937
92148199, -5.70535e-05, 0.000438236, -4.40044e-06, -2.98023e-08, 0.000244141, -0.000244141
101021149, 0.000124309, 0.000212982, -3.39323e-05, 0, 0, 0
93100617, 0.000171189, 0.000131939, -7.02201e-05, 0, 0, 0
91303993, 9.15862e-05, 0.000317704, -6.63985e-05, 0.000244141, 0, 0
91531188, 3.78403e-05, 0.000418771, -4.73444e-05, 0, 0, 0
92591439, 1.36855e-05, 0.00037609, -0.000138198, 0, 0, 0
106454528, -2.9407e-05, 0.000341158, -0.000108416, 0, 0, 0
92404530, -6.4993e-05, 0.000469133, -4.73828e-05, 0, 0.000244141, 0
92817458, -0.000100676, 0.000564463, -0.000114383, -5.96046e-08, 0.000345267, -0.000345267
91341926, -0.000118102, 0.000483245, -0.000129946, -4.21468e-08, 0.000345267, -0.000244141
93922476, -0.00023015, 0.000361882, 4.7813e-05, -0.000243619, 0.000732595, 0.00142366
92597267, 0.000635931, 0.000994325, 0.000355361, 0.000598204, -0.00106408, -0.000344949
94172073, 0.000536765, 0.000551473, 0.00060827, 0.000244799, 0.000422483, 0.00311693
94327148, 0.000102476, 0.000129208, 0.000573718, 7.91306e-07, 0.000945552, 0.00167374
92222252, -0.000204788, -0.0010258, 0.000542751, -0.000486169, 0.00088143, 0.00479682
94798796, 0.000300396, -0.00180108, 0.000586734, -0.00100661, 2.84484e-06, 0.00565227
91976465, 0.000337673, -0.00193457, 0.000704978, 1.8938e-06, 0.00042286, 0.00895703
98717626, 5.92734e-05, -0.000613183, 0.000778822, 0.00198732, 0.000836497, 0.00929901
95502712, 0.000388135, -1.14366e-05, 0.000606705, 0.000730405, -0.000773949, 0.00521942
94976822, 0.00153239, -0.00127394, -2.81348e-05, -0.000362875, -0.00342486, 0.0102795
96262457, 0.00295295, -0.00226091, -0.0025152, -0.00167947, -0.00542454, 0.00210977
96651738, 0.00336751, -0.00465616, -0.00738243, -0.00500324, -0.0101665, -0.0151901
95218486, 0.00232749, -0.00829209, -0.0182443, -0.000627409, -0.0140406, -0.0149634
100715238, 3.22016e-06, -0.00881879, -0.0307691, 0.00872094, -0.0185537, -0.0095686
93150689, -0.0042397, -0.00395291, -0.0451386, 0.0211456, -0.0221856, 0.0135301
106855203, -0.0127415, 0.00339985, -0.0634292, 0.0330955, -0.0263077, 0.0474325
104259908, -0.022684, 0.0113568, -0.0785279, 0.0462319, -0.0210615, 0.0775862
105295348, -0.0357139, 0.0217016, -0.101445, 0.0620547, -0.00590646, 0.0918397
105342511, -0.0500308, 0.0235631, -0.121351, 0.0724192, 0.00971632, 0.100371
103688850, -0.0643683, 0.028146, -0.143381, 0.0821906, 0.0289719, 0.110524
103935519, -0.0798321, 0.0330908, -0.174233, 0.0894634, 0.0495781, 0.136801
102513546, -0.0932623, 0.0367767, -0.202551, 0.081149, 0.0722247, 0.133324
104436882, -0.108879, 0.0331837, -0.226812, 0.0644546, 0.0993215, 0.144957
105413421, -0.123748, 0.027657, -0.25187, 0.049513, 0.11967, 0.16406
103809974, -0.141362, 0.0198186, -0.278619, 0.0303272, 0.142666, 0.179066
103999007, -0.156033, 0.0132035, -0.300697, 0.0157732, 0.159733, 0.196445
94244329, -0.165727, 0.008851, -0.315383, 0.00493834, 0.173608, 0.209488
91226379, -0.173825, 0.00419495, -0.329894, -0.00715612, 0.185295, 0.212767
105737088, -0.182201, -0.00185973, -0.34943, -0.0250035, 0.198559, 0.214427
102558537, -0.186765, -0.00528229, -0.36614, -0.0345528, 0.206688, 0.222767
98117057, -0.188899, -0.00748975, -0.384526, -0.0400718, 0.206508, 0.224703
105856846, -0.189865, -0.00960752, -0.412499, -0.0496328, 0.19869, 0.21888
103657534, -0.189569, -0.0109583, -0.435993, -0.0577973, 0.187882, 0.225786
104431383, -0.187314, -0.00999115, -0.461091, -0.0598818, 0.170003, 0.227323
93853397, -0.184493, -0.00776159, -0.476732, -0.0608995, 0.157034, 0.233613
103739068, -0.179022, -0.00267132, -0.509598, -0.0615545, 0.127143, 0.232146
105235178, -0.173788, 0.00238245, -0.531213, -0.061853, 0.105047, 0.228589
103784509, -0.168449, 0.00864188, -0.560759, -0.0559478, 0.0786117, 0.225361
103429494, -0.164751, 0.0153363, -0.581383, -0.0501652, 0.0662786, 0.20432
102391160, -0.1625, 0.0224231, -0.600678, -0.0391839, 0.0601314, 0.188741
104683042, -0.161198, 0.0280823, -0.614654, -0.0323593, 0.0597186, 0.177705
104937727, -0.160868, 0.0308934, -0.630844, -0.0285096, 0.0583638, 0.187653
103398369, -0.16109, 0.0323739, -0.656949, -0.0214052, 0.0548124, 0.193012
94969126, -0.163594, 0.0304279, -0.668583, -0.0202778, 0.0600761, 0.18605
103432956, -0.168741, 0.0253614, -0.6797, -0.0170215, 0.0641388, 0.19657
102316102, -0.172761, 0.0209887, -0.68339, -0.0138146, 0.0633902, 0.196953
102603670, -0.176549, 0.0177366, -0.683462, -0.00419956, 0.0629479, 0.192541
104651534, -0.180348, 0.0159078, -0.680301, 0.0153166, 0.0589866, 0.21545
103998650, -0.178617, 0.0157696, -0.683222, 0.0277163, 0.0456923, 0.209875
103627614, -0.170211, 0.00983493, -0.683291, 0.0326564, 0.0314742, 0.193862
104323648, -0.159252, -0.000662278, -0.684678, 0.0315726, 0.0108233, 0.193673
103005240, -0.147054, -0.0179071, -0.685822, 0.022804, -0.00784727, 0.190562
104958203, -0.132991, -0.0384597, -0.685874, 0.0124533, -0.0232361, 0.182485
104476995, -0.115794, -0.0691927, -0.683936, -0.000877143, -0.0352056, 0.170768
104874517, -0.0990595, -0.0973905, -0.681256, -0.00973594, -0.0432336, 0.144308
103463020, -0.0829067, -0.126098, -0.673992, -0.0145681, -0.0454896, 0.120353
106197289, -0.0669108, -0.154525, -0.664181, -0.021045, -0.0460339, 0.0947684
105601290, -0.0471436, -0.187536, -0.649827, -0.0312549, -0.0469659, 0.0789751
105871277, -0.0290816, -0.218767, -0.636699, -0.0432291, -0.0501342, 0.0625319
94441044, -0.0161472, -0.244068, -0.625252, -0.0485264, -0.0520686, 0.0522409
103482696, -0.00227279, -0.278137, -0.611116, -0.0504443, -0.052807, 0.0355327
91143069, 0.00370663, -0.298205, -0.603845, -0.0453279, -0.0505833, 0.0434548
102976041, 0.00922146, -0.320166, -0.600132, -0.0420977, -0.049126, 0.0306927
104039250, 0.011515, -0.335343, -0.598469, -0.0373729, -0.0467398, 0.0163093
91829289, 0.0124481, -0.345331, -0.597064, -0.0338565, -0.043158, 0.00785568
